,SalePrice,Id,Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Wood Deck SF,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Cond,Functional,Sale Type
1026,123000,941,5,2168,576.0,2.0,760.0,928,1900,2,0.0,11,0,0.0,467,IDOTRR,Norm,Norm,1Fam,2Story,6,Typ,WD 
1027,137500,2699,5,1422,288.0,1.0,806.0,1081,1951,1,41.0,7,1,329.0,0,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,Typ,WD 
1028,123600,2127,4,990,0.0,0.0,990.0,990,1994,1,0.0,5,0,588.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1029,160000,2607,6,1324,440.0,2.0,1088.0,1324,1965,2,101.0,6,1,643.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1030,181000,1754,6,1690,463.0,2.0,924.0,948,2000,2,0.0,7,1,0.0,100,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1031,125000,1367,5,825,720.0,2.0,825.0,825,1955,1,0.0,4,0,180.0,140,OldTown,Feedr,RRNn,1Fam,1Story,7,Typ,WD 
1032,154000,580,6,1556,441.0,2.0,727.0,829,1968,1,0.0,8,0,298.0,0,NWAmes,RRAn,Norm,1Fam,2Story,6,Typ,WD 
1033,231000,341,6,1797,616.0,2.0,1152.0,1152,1993,2,0.0,7,1,944.0,162,Mitchel,Norm,Norm,1Fam,2Story,5,Typ,WD 
1034,142000,26,5,1056,304.0,1.0,1056.0,1056,1968,1,0.0,6,1,775.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1035,475000,2667,10,3608,840.0,3.0,1107.0,1518,1892,2,0.0,12,2,0.0,0,OldTown,Artery,Norm,1Fam,2.5Fin,9,Typ,WD 
1036,375000,2884,8,1778,495.0,2.0,1573.0,1778,2005,2,473.0,5,1,1573.0,123,Crawfor,Norm,Norm,TwnhsE,1Story,5,Typ,New
1037,115000,28,4,864,0.0,0.0,864.0,864,1971,1,0.0,5,1,432.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,ConLI
1038,185000,531,7,1221,400.0,2.0,1221.0,1221,2004,2,0.0,6,0,410.0,0,Somerst,Norm,Norm,1Fam,1Story,5,Typ,WD 
1039,108500,2189,6,865,216.0,1.0,660.0,740,1920,1,0.0,4,1,144.0,0,Edwards,Norm,Norm,1Fam,1.5Fin,8,Typ,WD 
1040,147400,2508,7,1223,480.0,2.0,600.0,520,2005,2,0.0,4,0,0.0,0,Somerst,Norm,Norm,Twnhs,2Story,5,Typ,WD 
1041,156000,573,7,1452,506.0,2.0,691.0,713,1999,2,218.0,6,0,549.0,0,Somerst,Norm,Norm,TwnhsE,2Story,5,Typ,WD 
1042,120000,1363,5,1308,400.0,2.0,880.0,880,1915,2,0.0,6,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Typ,WD 
1043,167000,487,7,1374,400.0,2.0,384.0,744,2004,2,0.0,7,0,241.0,0,Gilbert,RRAn,Norm,1Fam,SLvl,5,Typ,WD 
1044,191000,1083,7,1504,437.0,2.0,1346.0,1504,2005,2,14.0,7,1,16.0,156,Blmngtn,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1045,161500,1620,6,1384,390.0,2.0,384.0,754,1997,2,0.0,7,1,0.0,0,Gilbert,Norm,Norm,1Fam,SLvl,5,Typ,WD 
1046,130000,1929,5,1411,310.0,1.0,1204.0,1411,1955,1,0.0,7,1,780.0,278,NAmes,Norm,Norm,1Fam,1Story,6,Typ,COD
1047,132500,1820,5,970,624.0,2.0,970.0,970,1963,1,0.0,5,0,630.0,0,Sawyer,Norm,Norm,1Fam,1Story,6,Typ,WD 
1048,144000,1398,5,904,912.0,3.0,864.0,904,1970,1,0.0,5,0,704.0,143,Sawyer,Norm,Norm,1Fam,SLvl,8,Typ,WD 
1049,141000,2177,5,2233,579.0,2.0,0.0,1100,1979,2,0.0,11,0,0.0,0,Edwards,Norm,Norm,Duplex,2Story,6,Typ,WD 
1050,117000,2144,4,875,728.0,2.0,385.0,875,1972,1,0.0,5,0,385.0,352,CollgCr,Norm,Norm,1Fam,1Story,8,Typ,WD 
1051,84500,2697,6,754,0.0,0.0,520.0,520,1935,1,0.0,5,0,490.0,53,IDOTRR,Norm,Norm,2fmCon,1.5Fin,8,Typ,WD 
1052,256000,1403,4,1663,529.0,2.0,1364.0,1663,1954,1,0.0,6,2,1116.0,224,ClearCr,Norm,Norm,1Fam,1Story,6,Min1,WD 
1053,117500,596,5,925,429.0,1.0,925.0,925,1965,1,0.0,5,0,338.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1054,160000,922,5,1308,256.0,1.0,728.0,976,1940,1,0.0,7,2,428.0,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,Min2,WD 
1055,187000,2065,5,1375,323.0,1.0,1240.0,1375,1956,1,0.0,6,1,386.0,0,Sawyer,PosA,Norm,1Fam,1Story,5,Typ,WD 
1056,350000,1710,8,2385,818.0,3.0,1317.0,1217,2003,2,280.0,7,1,938.0,192,NridgHt,Norm,Norm,1Fam,2Story,5,Typ,WD 
1057,133000,1034,5,1792,480.0,2.0,896.0,896,1974,2,0.0,8,0,0.0,0,NAmes,Norm,Norm,Duplex,2Story,5,Typ,WD 
1058,417500,1057,8,2464,650.0,3.0,2418.0,2464,2007,2,554.0,9,1,1728.0,358,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
1059,175900,470,7,1569,660.0,3.0,1386.0,1569,2007,2,130.0,7,1,988.0,143,Blmngtn,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1060,323262,819,9,1680,1138.0,3.0,1555.0,1680,2009,1,242.0,8,1,1021.0,185,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,New
1061,185000,2160,7,1337,531.0,2.0,1337.0,1337,2003,2,0.0,6,0,699.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1062,129800,2552,6,816,240.0,1.0,816.0,816,1934,1,0.0,4,1,574.0,228,NAmes,Norm,Norm,1Fam,1Story,8,Typ,WD 
1063,220000,41,7,1541,532.0,2.0,1541.0,1541,2005,2,226.0,7,1,1201.0,0,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,New
1064,133000,742,4,1573,240.0,1.0,884.0,989,1935,1,0.0,6,0,0.0,0,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Typ,WD 
1065,133500,686,4,1461,384.0,1.0,832.0,832,1949,2,0.0,6,0,0.0,0,NAmes,Artery,Norm,1Fam,1.5Fin,7,Typ,WD 
1066,170000,314,6,2048,776.0,2.0,1958.0,2048,1976,3,0.0,9,0,0.0,0,Mitchel,Norm,Norm,Duplex,1Story,5,Typ,ConLD
1067,168000,1630,6,1642,392.0,2.0,903.0,910,1993,2,0.0,7,1,0.0,290,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1068,140750,191,6,1470,624.0,2.0,738.0,868,1922,1,0.0,6,0,283.0,0,OldTown,Norm,Norm,1Fam,2Story,7,Min1,WD 
1069,204000,1626,6,2299,482.0,2.0,938.0,957,1999,3,0.0,7,1,0.0,188,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1070,222500,59,7,2035,434.0,2.0,884.0,884,2001,2,180.0,8,1,0.0,144,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1071,134500,2632,5,999,300.0,1.0,925.0,999,1962,1,0.0,6,0,784.0,150,NAmes,Norm,Norm,1Fam,SFoyer,5,Typ,WD 
1072,214000,1835,8,1378,540.0,2.0,1378.0,1378,2004,2,0.0,6,1,851.0,160,Somerst,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1073,119900,2675,5,1118,410.0,2.0,793.0,793,1939,1,0.0,5,1,507.0,0,OldTown,Artery,Norm,2fmCon,1.5Fin,7,Typ,WD 
1074,118000,1503,4,1440,0.0,0.0,1440.0,1440,1955,2,270.0,8,0,133.0,0,Edwards,Norm,Norm,Duplex,1Story,4,Typ,WD 
1075,135000,1963,5,1134,254.0,1.0,1010.0,1134,1960,1,45.0,6,0,588.0,0,NAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
1076,207000,1352,6,1848,370.0,2.0,833.0,1053,1923,1,0.0,8,1,0.0,0,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Typ,WD 
1077,136500,1519,6,1694,576.0,2.0,1181.0,1390,1925,2,0.0,7,1,423.0,342,SWISU,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
1078,107900,1305,4,901,281.0,1.0,901.0,901,1954,1,0.0,4,0,0.0,0,OldTown,Norm,Norm,1Fam,1Story,7,Typ,WD 
1079,126000,2014,6,1409,528.0,2.0,861.0,861,1938,1,0.0,6,1,52.0,225,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
1080,215000,1,6,1656,528.0,2.0,1080.0,1656,1960,1,112.0,7,2,639.0,210,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1081,426000,1052,10,2332,846.0,3.0,1682.0,1742,2007,2,272.0,9,1,1280.0,196,NridgHt,Norm,Norm,1Fam,2Story,5,Typ,New
1082,147000,622,5,1113,264.0,1.0,1113.0,1113,1950,1,0.0,5,1,607.0,0,NAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
1083,147500,913,6,1232,440.0,2.0,816.0,1232,1916,1,0.0,6,1,0.0,0,Crawfor,Norm,Norm,1Fam,1Story,8,Typ,WD 
1084,383000,1058,9,1950,706.0,3.0,1950.0,1950,2007,2,480.0,7,1,1375.0,156,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
1085,241500,2348,7,1872,604.0,2.0,1845.0,1872,1988,2,102.0,6,1,929.0,197,NWAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1086,147500,1527,6,1264,400.0,2.0,676.0,676,1914,1,0.0,6,0,0.0,424,Crawfor,Norm,Norm,1Fam,1.5Fin,6,Typ,WD 
1087,355000,1011,8,2500,683.0,3.0,1168.0,1168,2005,3,130.0,9,1,16.0,192,StoneBr,Norm,Norm,1Fam,2Story,5,Typ,WD 
1088,109500,1332,5,784,0.0,0.0,784.0,784,1924,1,0.0,5,0,784.0,0,BrkSide,Norm,Norm,1Fam,1.5Unf,6,Typ,WD 
1089,45000,709,2,612,308.0,1.0,0.0,612,1940,1,0.0,4,0,0.0,0,OldTown,Norm,Norm,1Fam,1Story,4,Typ,WD 
1090,244400,209,7,2403,349.0,1.0,1032.0,1207,1940,2,0.0,10,2,0.0,56,ClearCr,Norm,Norm,1Fam,2Story,7,Typ,COD
1091,167000,619,6,1644,418.0,2.0,1416.0,1644,1953,1,238.0,7,2,1285.0,110,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1092,200000,2150,7,1729,542.0,2.0,860.0,860,2002,2,214.0,7,0,0.0,386,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
1093,80000,2704,5,879,180.0,1.0,830.0,879,1936,1,0.0,4,0,0.0,0,SWISU,Norm,Norm,1Fam,1Story,3,Typ,WD 
1094,115000,2839,5,864,572.0,2.0,864.0,864,1955,1,0.0,5,0,167.0,0,Edwards,Norm,Norm,1Fam,1Story,7,Typ,WD 
1095,139000,1242,6,1196,297.0,1.0,1196.0,1196,1956,1,74.0,6,1,616.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1096,149500,2714,6,1400,440.0,2.0,672.0,672,1978,1,203.0,6,1,209.0,0,Sawyer,Norm,Norm,1Fam,2Story,7,Typ,WD 
1097,108000,799,4,1510,296.0,1.0,755.0,755,1940,1,0.0,7,1,0.0,120,Edwards,Artery,Norm,1Fam,2Story,5,Typ,WD 
1098,106250,1260,4,1294,0.0,0.0,0.0,694,1900,2,0.0,7,0,0.0,220,OldTown,Norm,Norm,2fmCon,2Story,7,Typ,WD 
1099,194000,2107,7,1240,826.0,3.0,1240.0,1240,2006,2,0.0,5,0,0.0,140,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1100,129500,2486,5,988,624.0,2.0,988.0,988,1962,1,51.0,6,0,36.0,0,Sawyer,RRAe,Norm,1Fam,1Story,4,Typ,WD 
1101,126000,1911,5,1560,792.0,3.0,1560.0,1560,1968,2,0.0,8,0,0.0,0,NAmes,Norm,Norm,Duplex,1Story,5,Typ,WD 
1102,120000,896,5,1368,195.0,1.0,1078.0,1368,1950,1,0.0,6,0,1078.0,0,Edwards,Norm,Norm,1Fam,1Story,5,Min1,WD 
1103,213000,272,7,1484,606.0,2.0,1473.0,1484,2004,2,109.0,7,0,712.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1104,190000,2521,8,1226,484.0,2.0,1226.0,1226,1980,1,0.0,4,1,807.0,133,Greens,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1105,183500,2324,6,1169,402.0,2.0,1160.0,1169,1993,2,112.0,6,1,705.0,0,Gilbert,Norm,Norm,1Fam,1Story,6,Typ,WD 
1106,172000,1953,7,1651,276.0,1.0,725.0,1035,1963,2,364.0,6,2,242.0,460,NAmes,Norm,Norm,1Fam,SLvl,5,Typ,WD 
1107,100000,887,4,816,288.0,1.0,816.0,816,1938,1,0.0,3,1,690.0,0,Edwards,Norm,Norm,1Fam,1Story,6,Typ,WD 
1108,218836,1479,7,1564,814.0,3.0,1564.0,1564,2007,2,212.0,6,0,56.0,0,CollgCr,Norm,Norm,1Fam,1Story,6,Typ,WD 
1109,163000,1317,6,1912,672.0,2.0,482.0,1221,1905,2,0.0,7,1,0.0,0,OldTown,Norm,Norm,2fmCon,1.5Fin,7,Typ,WD 
1110,206580,1750,7,1525,534.0,2.0,1510.0,1525,2006,2,0.0,6,1,0.0,100,Gilbert,Norm,Norm,1Fam,1Story,5,Typ,New
1111,163990,2815,6,1456,390.0,2.0,728.0,728,2005,2,0.0,8,1,0.0,0,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,New
1112,116500,2692,5,1330,390.0,1.0,396.0,665,1910,1,0.0,7,0,0.0,0,IDOTRR,Norm,Norm,1Fam,2Story,8,Typ,WD 
1113,188000,1090,7,1720,400.0,2.0,840.0,840,2002,2,0.0,7,1,0.0,138,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1114,175000,1912,5,1280,432.0,2.0,793.0,1280,1966,2,87.0,6,1,602.0,140,NAmes,Norm,Norm,1Fam,SFoyer,6,Typ,WD 
1115,182000,1634,8,1179,480.0,2.0,1166.0,1179,1988,2,0.0,5,0,248.0,0,StoneBr,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1116,103000,1974,5,960,576.0,2.0,850.0,960,1926,1,0.0,5,0,0.0,0,OldTown,Artery,Norm,1Fam,1Story,7,Typ,WD 
1117,466500,1764,10,2633,804.0,3.0,2633.0,2633,2001,2,705.0,8,2,1282.0,314,NoRidge,Norm,Norm,1Fam,1Story,5,Typ,WD 
1118,149500,634,6,988,297.0,1.0,988.0,988,1959,2,0.0,6,0,708.0,156,NAmes,Norm,Norm,1Fam,1Story,8,Typ,WD 
1119,142500,1683,7,1055,319.0,1.0,1061.0,1055,1978,2,0.0,4,0,632.0,108,NPkVill,Norm,Norm,Twnhs,1Story,7,Typ,WD 
1120,136500,2199,5,1422,352.0,1.0,1290.0,1422,1926,1,0.0,6,0,319.0,0,Crawfor,Norm,Norm,1Fam,1Story,5,Typ,WD 
1121,137000,2789,6,1320,484.0,2.0,630.0,630,1993,2,0.0,5,0,338.0,0,Landmrk,Norm,Norm,Twnhs,2Story,5,Typ,WD 
1122,226500,1018,7,1688,528.0,2.0,1675.0,1688,1988,2,102.0,6,1,983.0,0,NWAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1123,171500,14,7,1341,506.0,2.0,1300.0,1341,1990,1,0.0,5,1,637.0,192,Gilbert,Norm,Norm,1Fam,1Story,5,Typ,WD 
1124,132500,2782,5,954,576.0,2.0,911.0,954,1976,1,0.0,6,0,483.0,0,CollgCr,Norm,Norm,1Fam,SLvl,5,Typ,WD 
1125,87500,2626,3,1040,400.0,2.0,0.0,1040,1949,2,340.0,6,0,0.0,0,NAmes,Norm,Norm,Duplex,1Story,4,Typ,WD 
1126,223000,1175,7,1789,546.0,2.0,858.0,872,2001,2,513.0,7,1,681.0,0,Somerst,Norm,Norm,1Fam,2Story,5,Typ,WD 
1127,174000,1232,6,1537,462.0,2.0,1319.0,1537,1962,1,237.0,7,1,0.0,0,NAmes,Norm,Norm,1Fam,1Story,9,Typ,COD
1128,142000,2590,5,884,270.0,1.0,884.0,884,1951,1,0.0,4,0,741.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1129,232600,2463,8,1489,776.0,2.0,1489.0,1489,2006,2,0.0,7,1,0.0,0,Somerst,Norm,Norm,1Fam,1Story,5,Typ,New
1130,181000,2358,6,1309,484.0,2.0,1040.0,1309,1974,1,99.0,5,1,663.0,265,NWAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1131,151400,2911,6,2521,576.0,2.0,942.0,1291,1973,2,0.0,10,1,837.0,728,MeadowV,Norm,Norm,TwnhsE,2Story,4,Maj1,WD 
1132,250000,1699,8,1634,866.0,3.0,1626.0,1634,2006,2,248.0,7,1,0.0,0,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
1133,196500,115,7,1714,496.0,2.0,980.0,980,1988,2,42.0,7,1,394.0,228,NWAmes,Norm,Norm,1Fam,2Story,5,Typ,WD 
1134,185000,1998,7,2454,576.0,2.0,819.0,1312,1879,2,0.0,8,1,0.0,0,OldTown,Norm,Norm,1Fam,2.5Unf,8,Typ,WD 
1135,113000,589,6,1216,336.0,1.0,1216.0,1216,1969,1,200.0,5,0,955.0,0,NWAmes,Feedr,Norm,1Fam,1Story,5,Typ,WD 
1136,392000,1641,8,1419,567.0,2.0,1419.0,1419,2007,2,0.0,7,1,945.0,140,StoneBr,Norm,Norm,1Fam,1Story,6,Typ,New
1137,127500,2821,6,980,0.0,0.0,945.0,980,1975,2,250.0,4,0,945.0,0,Edwards,Norm,Norm,Duplex,SFoyer,5,Typ,WD 
1138,177000,1846,6,1573,440.0,2.0,756.0,769,2000,2,216.0,4,0,417.0,0,Somerst,Norm,Norm,Twnhs,2Story,5,Typ,WD 
1139,265000,1805,6,2443,744.0,3.0,1158.0,1158,2004,2,353.0,9,1,0.0,193,Somerst,Norm,Norm,1Fam,2Story,5,Min2,WD 
1140,312500,1853,8,2362,1105.0,2.0,1220.0,1220,1998,2,0.0,8,2,901.0,147,Somerst,Norm,Norm,1Fam,2Story,5,Typ,WD 
1141,325000,1321,10,2775,880.0,2.0,1237.0,1521,1893,3,0.0,9,1,0.0,105,OldTown,Artery,PosA,1Fam,2.5Unf,9,Typ,WD 
1142,275000,564,8,2014,864.0,3.0,2014.0,2014,1980,2,115.0,6,2,1733.0,462,Veenker,Norm,Norm,1Fam,1Story,8,Maj1,WD 
1143,290000,1771,7,2520,721.0,3.0,1203.0,1214,1995,2,290.0,9,1,565.0,224,NoRidge,Norm,Norm,1Fam,2Story,5,Typ,WD 
1144,169000,90,6,1494,461.0,2.0,1208.0,1494,1974,2,250.0,7,2,126.0,296,Sawyer,RRNe,Norm,1Fam,1Story,6,Typ,WD 
1145,89000,2684,5,616,205.0,1.0,616.0,616,1921,1,0.0,4,0,616.0,0,BrkSide,Norm,Norm,1Fam,1Story,7,Typ,WD 
1146,180400,13,6,1465,393.0,2.0,789.0,789,1998,2,0.0,7,1,0.0,0,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1147,284000,445,8,1629,880.0,3.0,3206.0,1629,2003,2,296.0,7,1,1124.0,0,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
1148,114500,1914,5,912,275.0,1.0,912.0,912,1958,1,1.0,5,0,456.0,0,NAmes,Feedr,Norm,1Fam,1Story,5,Typ,COD
1149,212900,2811,7,1552,782.0,3.0,1552.0,1552,2005,2,196.0,7,0,24.0,144,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,New
1150,187100,850,7,1430,605.0,2.0,1413.0,1430,2001,2,0.0,6,0,0.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1151,176000,1844,6,1458,440.0,2.0,729.0,729,1999,2,1129.0,5,1,419.0,0,Somerst,Norm,Norm,TwnhsE,2Story,5,Typ,WD 
1152,215000,2225,6,1488,552.0,2.0,1488.0,1488,1968,2,0.0,7,2,813.0,0,Crawfor,Norm,Norm,1Fam,1Story,6,Typ,CWD
1153,185900,1477,7,1582,520.0,2.0,770.0,770,2004,2,0.0,6,0,490.0,0,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
1154,120500,399,4,864,660.0,2.0,864.0,864,1970,1,0.0,5,0,375.0,96,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1155,192140,2431,5,1838,372.0,2.0,732.0,734,2005,2,0.0,7,1,0.0,100,Gilbert,RRAn,Norm,1Fam,2Story,5,Typ,WD 
1156,130500,1605,5,816,264.0,1.0,816.0,816,1982,1,0.0,5,1,641.0,0,Mitchel,Norm,Norm,1Fam,1Story,9,Typ,WD 
1157,98000,897,4,1529,240.0,1.0,0.0,1088,1945,2,0.0,9,0,0.0,92,Edwards,Norm,Norm,1Fam,1.5Fin,3,Mod,WD 
1158,475000,1426,9,2276,1348.0,3.0,2271.0,2276,2008,2,554.0,7,2,2085.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1159,67000,2240,5,1077,338.0,1.0,961.0,1077,1920,1,0.0,6,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1Story,2,Maj2,WD 
1160,325624,1706,8,2161,789.0,3.0,1582.0,1610,2007,1,300.0,8,1,1288.0,178,NridgHt,Norm,Norm,1Fam,2Story,5,Typ,New
1161,245000,2252,7,1409,576.0,2.0,1409.0,1409,2002,1,0.0,4,1,1392.0,0,Mitchel,Norm,Norm,1Fam,1Story,5,Typ,WD 
1162,159000,1136,5,1114,576.0,2.0,1114.0,1114,2004,1,0.0,6,0,646.0,0,SawyerW,RRAe,Norm,1Fam,1Story,5,Typ,WD 
1163,156000,1877,5,1073,515.0,2.0,1073.0,1073,1965,1,168.0,6,0,836.0,0,NAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
1164,555000,424,10,2402,672.0,3.0,3094.0,2402,2008,2,200.0,10,2,1767.0,0,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
1165,162500,1182,6,1232,516.0,2.0,1232.0,1232,1984,2,0.0,6,0,660.0,0,Veenker,Norm,Norm,1Fam,1Story,6,Typ,WD 
1166,224500,2750,6,1440,920.0,4.0,1344.0,1440,1993,2,0.0,8,0,261.0,288,SawyerW,Norm,Norm,Duplex,SFoyer,8,Typ,WD 
1167,133000,1016,6,1488,738.0,2.0,1488.0,1488,1950,2,44.0,6,1,0.0,0,Gilbert,Norm,Norm,1Fam,1Story,5,Typ,WD 
1168,180000,2436,7,1509,393.0,2.0,783.0,807,2003,2,0.0,8,1,0.0,0,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1169,134500,1607,5,845,264.0,1.0,845.0,845,1982,1,0.0,6,0,638.0,0,Mitchel,Norm,Norm,1Fam,1Story,6,Typ,WD 
1170,438780,2337,10,2945,641.0,3.0,1410.0,1426,2006,3,1031.0,10,1,0.0,192,StoneBr,Norm,Norm,1Fam,2Story,5,Typ,New
1171,165000,1233,6,1431,296.0,1.0,1099.0,1431,1962,1,305.0,6,1,371.0,64,NAmes,Norm,Norm,1Fam,SLvl,5,Typ,WD 
1172,100000,419,5,892,288.0,1.0,892.0,892,1967,1,60.0,5,0,432.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1173,176000,633,7,1329,441.0,2.0,1329.0,1329,1960,1,128.0,5,2,544.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
1174,170000,2722,5,1779,454.0,2.0,1763.0,1779,1955,1,0.0,6,1,306.0,0,Sawyer,Norm,Norm,1Fam,1Story,4,Typ,WD 
1175,174000,469,7,1555,660.0,3.0,1373.0,1555,2007,2,130.0,7,1,0.0,143,Blmngtn,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
1176,127000,1365,6,1236,384.0,1.0,768.0,788,1925,2,0.0,6,1,121.0,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Typ,WD 
1177,185900,1098,7,1651,450.0,2.0,831.0,873,1999,2,0.0,7,1,0.0,0,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
1178,91300,711,5,886,273.0,1.0,190.0,886,1938,1,0.0,4,0,0.0,144,OldTown,Artery,Norm,1Fam,1Story,8,Typ,WD 
1179,200000,2808,6,1700,544.0,2.0,1682.0,1700,2003,2,120.0,7,0,340.0,192,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1180,143000,1959,6,1846,315.0,1.0,1040.0,1168,1949,2,320.0,7,1,196.0,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,Typ,WD 
1181,172500,2720,5,1920,451.0,2.0,1052.0,1252,1958,2,0.0,8,1,57.0,0,Sawyer,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
1182,110000,2170,4,1088,520.0,2.0,1088.0,1088,1963,1,20.0,4,0,132.0,0,Edwards,Norm,Norm,1Fam,1Story,6,Typ,COD
1183,140000,603,4,1362,768.0,3.0,1040.0,1362,1957,1,160.0,6,1,775.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
1184,176432,2113,6,1314,440.0,2.0,1314.0,1314,2006,2,0.0,6,1,24.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
1185,179200,1146,6,1294,496.0,2.0,1278.0,1294,1991,2,88.0,6,0,1200.0,112,SawyerW,Norm,Norm,1Fam,1Story,5,Typ,WD 
1186,203000,2105,7,1274,508.0,2.0,1274.0,1274,2005,2,80.0,6,0,925.0,264,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,New
1187,248328,1786,7,1689,954.0,3.0,1689.0,1689,2007,2,0.0,7,0,0.0,0,Somerst,Norm,Norm,1Fam,1Story,6,Typ,New
1188,316500,961,9,1641,885.0,3.0,1641.0,1641,2008,2,406.0,7,0,1115.0,0,Timber,Norm,Norm,1Fam,1Story,5,Typ,WD 
1189,125600,1405,7,1079,249.0,1.0,570.0,617,1948,1,0.0,5,1,0.0,135,Edwards,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
1190,110000,1324,5,984,308.0,1.0,984.0,984,1959,1,164.0,5,0,200.0,0,OldTown,Norm,Norm,1Fam,1Story,6,Typ,WD 
1191,108500,1986,4,960,308.0,1.0,960.0,960,1920,1,0.0,5,0,250.0,0,OldTown,Norm,Norm,1Fam,1Story,4,Typ,WD 
1192,55993,307,5,1044,504.0,2.0,540.0,1044,1952,1,0.0,4,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1Story,5,Typ,WD 
1193,129000,180,5,1633,240.0,1.0,1027.0,1027,1948,1,0.0,7,1,780.0,0,OldTown,Artery,Norm,1Fam,1.5Fin,7,Typ,WD 
1194,176000,2896,6,1137,551.0,2.0,1112.0,1137,1987,2,72.0,5,1,980.0,125,Timber,Norm,Norm,1Fam,1Story,6,Typ,WD 
1195,154000,668,6,1380,364.0,1.0,1380.0,1380,1963,1,295.0,6,0,384.0,0,NAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
